project;mergecommit;leftcommit;basecommit;rightcommit;ssmergeconfs;unmergeconfs
https://github.com/jenkinsci/jenkins;7553c7085eb70a0dd371538a3f39a964221ae75f;ae08d8fad8;909781ca14cd8883008e7d4381232ec2d76e82e7;dc1f162afb;1;0
https://github.com/jenkinsci/jenkins;9c97530127c84fd879c6ba254f09ae9773dc490b;5d5ef6bcb0;ae08d8fad86997b7b86f9d070f192ca901ca8f57;7553c7085e;1;0
https://github.com/jenkinsci/jenkins;5ddb847d2a55dadc30a84f4f62e2d254780ab30e;ee641f218f;5d5ef6bcb0fa53d48148a73bb39816ea9cf33953;9c97530127;1;0
https://github.com/jenkinsci/jenkins;150de1df6ea20d52bb46e1a2ecea041b55d2a309;86502ae485;5b8d41e6aeebf4695ca5eccf963d80e6a5a144cc;8598492f19;1;0
https://github.com/jenkinsci/jenkins;ef5e4a01455f69a02ab589ecdd1c494fe5a3e3b7;9e99946de7;26ff8889f462e8560b9bc7d4c898d5f78b90fb81;edd303e917;1;0
https://github.com/jenkinsci/jenkins;6baaf7d9b918d6afebbe0f0fa82b4aeb3a6626f7;131794b84d;31ec30b1e6b0877862e29726ccbbf8c14247b9dd;363e0ea433;1;0
https://github.com/jenkinsci/jenkins;a3bf6f932fc2e7c4eb6728423dff1ac5e100344f;b7b580bda3;e8d38bc4e90518d7a06c5e78a431aa38ecba9e03;7bdefbed29;1;0
https://github.com/jenkinsci/jenkins;19698a82624ca4d62525bf7add2f807ce3b4a9f3;748e2f326e;73afa0ca786a87f05b5433e2e38f863826fcad17;47f38d714c;1;0
https://github.com/jenkinsci/jenkins;3353e66082cd275b7bf55da7b2423d6ca11a1e2d;23ea44f9ae;748e2f326e84a1f072cc976909da5cc7bc023210;19698a8262;1;0
https://github.com/jenkinsci/jenkins;90b6d47af7ff0ae33f4ff816a0d9ca36223769b0;69eacee964;23ea44f9ae4f6e3e995f58f8ba6d76131c7c548f;3353e66082;1;0
https://github.com/jenkinsci/jenkins;db5defdf2f3c8efa4c8fb5a04502ebbccec96504;9c7c4d930f;69eacee9649288879354a73dcfc630b3b8083169;90b6d47af7;1;0
https://github.com/jenkinsci/jenkins;d5eeefd7beb8a00910f8d579ef14124a8be1914c;1cfad6639f;d2a0cef28e62dd8acc68bf6a3fc201741dc16217;3421116bf4;1;0
https://github.com/jenkinsci/jenkins;18b40501acf4537e1a76be9dbbb7db1e2547dd5f;ec060fa305;b67761bcc91dce504c0e6506a0d6a5674975dc09;0916e5bd3c;0;1
https://github.com/jenkinsci/jenkins;85cc922e85b61cafce52c2d03d902d32c8da625f;fd0be5398b;ec060fa305470faffbbd7ab1b5065600952928dc;18b40501ac;4;0
https://github.com/jenkinsci/jenkins;42d1d8f533b020fa224149fb09e662115638a8fd;d761ab5986;51b1b2795b001ef268afc6dff702935b5a3febd3;3d54119f99;1;0
https://github.com/jenkinsci/jenkins;71e78b45b025fbbd8fd8e9c1519a078a59039eeb;1aea337429;0ac93deba0d165b0b3ef5c2d84a00767eff511a4;226f7b4c2b;0;1
https://github.com/jenkinsci/jenkins;ab4cd01a8f244e49c4a3548d9160f6610f0edc94;01fc1eb71b;5b9ad6475db178d4cd2eff6115f12102bbd8e887;a78a6a80f8;0;1
https://github.com/jenkinsci/jenkins;a026f89ecfd4752b288097f8aba53aecdf93ab24;d8c82d99fc;9e5ccb0049a13f7ca799116ae34de63a8994548a;73fba29c6e;5;0
https://github.com/jenkinsci/jenkins;498428aceea1f789188188e1d11039f44a577a87;4ffb95d11b;4b566a1ef03ff5173148cce838247962ebca9009;6e5c41c65b;2;0
https://github.com/jenkinsci/jenkins;43960f10bc93783f86e8d7c3a74e8799b5d73409;f0f079498c;09cfe3bda60341edb07ade226e24196a3f875019;108cf87227;3;0
https://github.com/jenkinsci/jenkins;7c3810a82eb26c2d057cc8528eee37f826ae5cdf;e460e6c40b;a78a6a80f891c91891d84f88f9904544431b3f5d;34fb3c86c7;0;1
